emp_no,first_name,last_name,title,from_date,to_date,birth_date
39301,Rimon,Kawashima,Senior Staff,1998-02-05,9999-01-01,1965-01-07
453790,Fai,Keirsey,Senior Engineer,1999-10-12,9999-01-01,1965-01-11
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01,1965-01-01
491079,Kwangsub,Keirsey,Senior Engineer,1992-02-04,9999-01-01,1965-01-06
427313,Utpal,Kemmerer,Senior Staff,1991-12-04,9999-01-01,1965-01-31
17369,Yaghout,Kenevan,Senior Engineer,1998-01-28,9999-01-01,1965-01-31
497340,Fayez,Keohane,Senior Staff,1990-09-19,9999-01-01,1965-01-06
50831,Marie,Khalid,Senior Engineer,1990-10-27,9999-01-01,1965-01-06
201229,Alejandra,Khasidashvili,Staff,1994-07-30,9999-01-01,1965-01-03
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,1965-01-31
427852,Adil,Kieras,Senior Engineer,1992-07-20,9999-01-01,1965-01-02
225788,Ipke,Kieras,Engineer,1995-12-18,9999-01-01,1965-01-08
92438,Aria,Kilgore,Senior Engineer,1996-02-28,9999-01-01,1965-01-04
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,1965-01-18
83714,Ohad,Kilgore,Senior Engineer,1997-07-01,9999-01-01,1965-01-27
229404,Gilbert,Kilgour,Staff,1996-04-05,9999-01-01,1965-01-11
439924,Gunilla,Kisuki,Senior Staff,2000-08-13,9999-01-01,1965-01-30
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,1965-01-13
458726,Shahaf,Kitai,Senior Staff,1991-12-26,9999-01-01,1965-01-13
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,9999-01-01,1965-01-27
214391,Rayond,Klassen,Senior Staff,1999-09-11,9999-01-01,1965-01-15
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,1965-01-31
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,1965-01-10
443485,Marke,Klerer,Senior Staff,1990-04-14,9999-01-01,1965-01-23
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,1965-02-01
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,1965-01-05
95314,Rasiah,Koblick,Senior Staff,1999-08-21,9999-01-01,1965-01-22
82511,Uwe,Koblick,Engineer,1998-04-04,9999-01-01,1965-01-27
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,1965-01-09
453723,Arne,Kohling,Senior Engineer,1993-12-13,9999-01-01,1965-01-15
214539,Ingmar,Kohling,Engineer,1995-04-25,9999-01-01,1965-01-27
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,1965-01-27
34780,Moni,Kohling,Staff,1994-07-21,9999-01-01,1965-01-16
423993,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01,1965-01-01
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01,1965-01-10
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,1965-01-30
81545,Larisa,Kornyak,Technique Leader,1996-03-10,9999-01-01,1965-01-13
205085,Moni,Kornyak,Technique Leader,1991-09-26,9999-01-01,1965-01-23
202882,Isaac,Koshino,Senior Engineer,1995-09-28,9999-01-01,1965-01-25
19803,Ziva,Kowalchuk,Senior Engineer,1992-06-12,9999-01-01,1965-01-30
401154,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01,1965-01-27
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,1965-01-12
435602,Dietrich,Kranzdorf,Senior Staff,2001-10-04,9999-01-01,1965-01-29
420765,Shawna,Krider,Senior Staff,1997-03-09,9999-01-01,1965-01-17
455726,Qiwen,Kriebel,Senior Staff,1992-12-12,9999-01-01,1965-01-08
425875,Jahangir,Kroft,Senior Staff,1995-06-11,9999-01-01,1965-01-19
457611,Indrajit,Krogh,Engineer,1998-09-18,9999-01-01,1965-01-09
215419,Flemming,Kroha,Staff,1995-01-23,9999-01-01,1965-01-16
451272,Jacopo,Krohm,Senior Engineer,1997-04-23,9999-01-01,1965-01-02
27331,Wanqing,Krohm,Senior Staff,1999-01-22,9999-01-01,1965-01-19
228098,IEEE,Kroll,Engineer,1997-05-10,9999-01-01,1965-01-18
423208,Joydip,Krone,Engineer,1995-02-08,9999-01-01,1965-01-19
92846,Anyuan,Kropatsch,Senior Staff,1993-09-05,9999-01-01,1965-01-11
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,9999-01-01,1965-01-14
486958,Tonny,Kropf,Senior Engineer,1992-07-29,9999-01-01,1965-01-06
52283,Trygve,Krupka,Senior Staff,2001-03-11,9999-01-01,1965-01-20
15050,Nikolaos,Kruskal,Senior Engineer,1996-12-16,9999-01-01,1965-01-18
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,1965-01-09
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01,1965-01-17
426819,Sandeepan,Kulisch,Engineer,1997-05-16,9999-01-01,1965-01-13
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,1965-01-11
34505,Felicidad,Kumaresan,Senior Staff,2001-09-06,9999-01-01,1965-01-28
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,1965-01-02
219047,Aemilian,Kusalik,Senior Engineer,1995-05-27,9999-01-01,1965-01-30
205863,Aiichiro,Kusalik,Senior Engineer,1996-10-03,9999-01-01,1965-01-06
35793,Oscar,Kusalik,Senior Staff,1996-05-10,9999-01-01,1965-01-01
222770,Kazuhiko,Kushner,Senior Engineer,1995-08-01,9999-01-01,1965-01-22
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01,1965-01-05
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01,1965-01-15
210449,Gino,Lagarias,Engineer,1997-06-22,9999-01-01,1965-01-19
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,1965-01-30
51142,Rosine,Lakshmanan,Senior Engineer,1991-01-31,9999-01-01,1965-01-29
457305,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01,1965-01-15
453154,Gao,Lally,Staff,1996-03-01,9999-01-01,1965-01-03
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,1965-01-19
31568,Mark,Lalonde,Staff,1996-11-24,9999-01-01,1965-01-10
467269,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01,1965-01-18
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01,1965-01-28
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,1965-01-03
48882,Leen,Lamparter,Senior Engineer,2001-06-07,9999-01-01,1965-01-28
39341,Mahmut,Lampe,Senior Engineer,1994-05-11,9999-01-01,1965-01-01
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,1965-01-29
475938,Shigeaki,Lanteri,Senior Engineer,1996-02-18,9999-01-01,1965-01-14
21546,Yongmin,Lanteri,Senior Staff,1988-02-16,9999-01-01,1965-01-01
460707,Yoshinari,Lanteri,Senior Engineer,2001-12-25,9999-01-01,1965-01-07
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,9999-01-01,1965-01-19
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01,1965-01-29
71745,Adil,Laventhal,Engineer,2001-05-13,9999-01-01,1965-01-02
220418,Poorav,Laventhal,Staff,1997-08-16,9999-01-01,1965-01-23
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,1965-01-21
49477,Baocai,Leaver,Senior Staff,1998-08-05,9999-01-01,1965-01-14
475538,Christophe,Leaver,Staff,1998-10-31,9999-01-01,1965-01-15
66530,Dung,Leaver,Staff,1998-04-04,9999-01-01,1965-01-29
441197,Miquel,Legleitner,Senior Staff,1993-06-28,9999-01-01,1965-01-18
468659,Ranga,Lemarechal,Senior Engineer,1997-11-05,9999-01-01,1965-01-18
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,1965-01-04
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01,1965-01-06
216921,Lena,Lenart,Senior Staff,1995-12-25,9999-01-01,1965-01-22
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,1965-01-16
27378,Piyawadee,Leppanen,Senior Staff,1999-02-25,9999-01-01,1965-01-28
453688,Chinya,Leslie,Engineer,1995-10-28,9999-01-01,1965-01-24
439905,Kousuke,Levasseur,Senior Staff,1996-03-15,9999-01-01,1965-01-03
36844,Hailing,Levergood,Staff,2000-01-12,9999-01-01,1965-01-01
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01,1965-01-11
423327,Constantijn,Lichtman,Senior Staff,2001-06-26,9999-01-01,1965-01-27
229220,Fabrizio,Lichtman,Senior Engineer,1992-02-09,9999-01-01,1965-01-21
204470,Hein,Lichtner,Senior Staff,2001-04-02,9999-01-01,1965-01-22
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01,1965-01-08
435060,Moie,Lieblein,Staff,1996-07-12,9999-01-01,1965-01-16
497391,Paris,Lieblein,Engineer,1999-05-19,9999-01-01,1965-01-30
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,9999-01-01,1965-01-01
58819,Gennady,Liesche,Senior Staff,1987-12-02,9999-01-01,1965-01-04
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,9999-01-01,1965-01-30
490551,Lalit,Lindqvist,Engineer,1998-11-07,9999-01-01,1965-01-01
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,1965-01-23
55687,Shih,Lindqvist,Senior Engineer,1995-03-29,9999-01-01,1965-01-02
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,9999-01-01,1965-01-07
298577,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01,1965-01-11
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,1965-01-25
47016,Toong,Litecky,Senior Staff,1994-03-01,9999-01-01,1965-01-03
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,9999-01-01,1965-01-27
55799,Jianwen,Litzler,Senior Engineer,1993-06-16,9999-01-01,1965-01-23
104988,Parviz,Litzler,Senior Engineer,1999-08-09,9999-01-01,1965-01-07
243576,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01,1965-01-04
104845,Werner,Lodder,Senior Staff,1998-06-17,9999-01-01,1965-01-29
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,1965-01-14
95509,Kristinn,Loncour,Engineer,1995-02-08,9999-01-01,1965-01-11
215843,Pramod,Loncour,Senior Staff,1993-03-30,9999-01-01,1965-01-30
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,1965-01-24
437870,Kerhong,Lorho,Staff,1995-06-18,9999-01-01,1965-01-07
230354,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01,1965-01-31
471552,Basem,Lortz,Staff,1997-10-25,9999-01-01,1965-01-22
53278,Premsyl,Lortz,Senior Staff,1999-02-01,9999-01-01,1965-01-31
42955,Yucel,Lortz,Engineer,1995-02-21,9999-01-01,1965-01-12
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,1965-01-04
67320,Sadok,Lorys,Senior Staff,1987-05-10,9999-01-01,1965-01-18
86655,Zhenhua,Lorys,Engineer,1995-08-21,9999-01-01,1965-01-01
210017,Shalesh,Lovengreen,Senior Staff,1996-09-28,9999-01-01,1965-01-28
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,1965-01-22
227899,Garnik,Luce,Staff,1998-09-15,9999-01-01,1965-01-23
426153,Shahaf,Luce,Senior Staff,1999-04-06,9999-01-01,1965-01-16
429238,Mona,Luck,Senior Staff,1989-05-11,9999-01-01,1965-01-29
85288,Younwoo,Luders,Senior Engineer,2002-03-31,9999-01-01,1965-01-06
484126,Manton,Lueh,Senior Staff,1989-04-07,9999-01-01,1965-01-05
200267,Chuanti,Luff,Senior Staff,2000-09-20,9999-01-01,1965-01-08
424569,Danco,Luff,Engineer,1997-10-30,9999-01-01,1965-01-14
437724,Erez,Luft,Staff,1994-12-14,9999-01-01,1965-01-17
14907,Nakhoon,Luga,Senior Staff,1994-12-18,9999-01-01,1965-01-14
80850,Koldo,Luit,Senior Engineer,2001-04-15,9999-01-01,1965-02-01
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,1965-01-21
107486,Siamak,Luiz,Senior Engineer,1987-02-11,9999-01-01,1965-01-23
208639,Larisa,Lukaszewicz,Senior Staff,1994-10-10,9999-01-01,1965-01-27
217551,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,9999-01-01,1965-01-02
416660,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01,1965-01-28
442490,Navid,Luke,Engineer,1994-10-17,9999-01-01,1965-01-08
426795,Huican,Lunn,Senior Staff,1991-07-23,9999-01-01,1965-01-07
95406,Alair,Lyonns,Engineer,1997-07-12,9999-01-01,1965-01-08
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,1965-01-10
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,1965-01-31
204471,Franziska,Maginnis,Senior Engineer,1992-02-17,9999-01-01,1965-01-27
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,1965-01-17
418717,Arunachalam,Magliocco,Senior Staff,1992-12-22,9999-01-01,1965-01-20
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,1965-01-21
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,1965-01-22
473940,Avishai,Majewski,Engineer,1998-01-10,9999-01-01,1965-01-16
30695,Gudjon,Majewski,Senior Engineer,1999-10-26,9999-01-01,1965-01-08
48904,Yuichiro,Malabarba,Senior Staff,1999-03-07,9999-01-01,1965-01-23
32714,Radoslaw,Maliniak,Staff,1997-11-17,9999-01-01,1965-01-16
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,1965-01-21
204764,Susanne,Mandelberg,Senior Engineer,1996-11-01,9999-01-01,1965-01-22
53499,Zdislav,Mandelberg,Senior Engineer,2000-09-10,9999-01-01,1965-01-20
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,1965-01-28
215629,Munehiro,Manders,Senior Staff,1995-05-18,9999-01-01,1965-01-15
488540,Breannda,Maquelin,Senior Staff,1996-04-12,9999-01-01,1965-01-22
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,9999-01-01,1965-01-03
432523,Takahiro,Maquelin,Engineer,1997-07-21,9999-01-01,1965-01-21
46943,Pasqua,Maraist,Senior Engineer,1998-12-06,9999-01-01,1965-01-31
53597,Jiafu,Marchegay,Senior Engineer,1992-03-02,9999-01-01,1965-01-30
441954,Leszek,Marchegay,Engineer,1999-06-13,9999-01-01,1965-01-03
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,9999-01-01,1965-01-19
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,1965-01-27
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,9999-01-01,1965-01-27
221435,Djenana,Marrevee,Senior Engineer,2000-02-06,9999-01-01,1965-01-06
14476,Sastry,Marrevee,Engineer,1999-09-25,9999-01-01,1965-01-19
471939,Kazuhiko,Marshall,Staff,1999-11-16,9999-01-01,1965-01-27
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,1965-01-20
430631,Kersti,Marsiglia,Engineer,1994-02-19,9999-01-01,1965-01-17
429899,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01,1965-01-30
203946,Yefim,Marwedel,Senior Staff,1999-03-30,9999-01-01,1965-01-23
217363,Horward,Marzano,Staff,1996-04-11,9999-01-01,1965-01-14
442700,Siddarth,Masada,Staff,1997-08-11,9999-01-01,1965-01-06
60875,Rildo,Masaki,Senior Engineer,1997-01-14,9999-01-01,1965-01-21
48275,Sariel,Massonet,Senior Staff,1993-11-19,9999-01-01,1965-01-29
426168,Kaijung,Mateescu,Senior Staff,1992-11-17,9999-01-01,1965-01-10
94944,Heping,Matheson,Senior Engineer,1997-06-24,9999-01-01,1965-01-13
432031,Adamantios,Matzat,Senior Staff,1993-02-28,9999-01-01,1965-01-11
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,1965-01-13
18021,Adil,Matzke,Senior Engineer,1995-05-08,9999-01-01,1965-01-07
202826,Kerhong,Matzke,Senior Engineer,1993-11-14,9999-01-01,1965-01-19
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,1965-01-16
105356,Diederik,Matzov,Senior Engineer,1996-05-12,9999-01-01,1965-01-29
89680,Aiman,Mawatari,Senior Engineer,1997-05-01,9999-01-01,1965-01-27
426824,Gopalakrishnan,Mawatari,Senior Staff,1993-10-29,9999-01-01,1965-01-25
461270,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01,1965-01-10
492677,Goetz,McAffer,Senior Engineer,1994-02-04,9999-01-01,1965-01-26
410028,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01,1965-01-11
92454,Visit,McFarlan,Senior Engineer,1996-10-21,9999-01-01,1965-01-24
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01,1965-01-30
91172,Kazuhisa,Melter,Senior Staff,1993-07-15,9999-01-01,1965-01-19
32844,Tadahiko,Melton,Engineer,1995-01-07,9999-01-01,1965-01-23
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,1965-01-08
480066,Suebskul,Menhardt,Senior Engineer,1999-07-26,9999-01-01,1965-01-31
485577,Rafael,Menhoudj,Senior Engineer,1997-04-27,9999-01-01,1965-01-30
73233,Shigeo,Merey,Senior Engineer,1985-07-30,9999-01-01,1965-01-15
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01,1965-01-15
85702,Udi,Merks,Engineer,1997-08-15,9999-01-01,1965-01-04
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,1965-01-31
92598,Ranga,Merro,Assistant Engineer,1996-05-11,9999-01-01,1965-01-18
60821,Moty,Mersereau,Senior Staff,1999-09-03,9999-01-01,1965-01-02
29418,Valery,Mersereau,Assistant Engineer,1998-07-01,9999-01-01,1965-01-22
224934,George,Miake,Senior Staff,1996-01-02,9999-01-01,1965-01-05
452137,Subir,Miake,Senior Engineer,2002-07-11,9999-01-01,1965-01-15
447018,Dannz,Miara,Senior Engineer,2000-12-04,9999-01-01,1965-01-17
241567,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01,1965-01-18
422146,Kenton,Miara,Engineer,1999-05-14,9999-01-01,1965-01-08
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01,1965-01-04
489756,Kersti,Miculan,Senior Staff,1999-06-10,9999-01-01,1965-01-01
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,1965-01-28
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01,1965-02-01
91256,Gunilla,Milicic,Staff,1998-01-09,9999-01-01,1965-01-13
229727,Ewing,Millington,Engineer,1999-09-28,9999-01-01,1965-01-23
101902,Mantis,Millington,Senior Staff,1997-03-17,9999-01-01,1965-01-14
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,1965-01-19
483825,Marek,Mitchem,Senior Engineer,1992-11-20,9999-01-01,1965-01-22
410372,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01,1965-01-08
76640,Tristan,Mitsuhashi,Senior Engineer,2000-07-12,9999-01-01,1965-01-02
28193,Xinglin,Mitsuhashi,Senior Engineer,1997-12-14,9999-01-01,1965-01-29
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,9999-01-01,1965-01-22
433438,Keiichiro,Miyakawa,Senior Staff,2000-09-12,9999-01-01,1965-01-06
70469,Tru,Miyakawa,Senior Staff,1998-09-03,9999-01-01,1965-01-12
223593,Hidefumi,Moehrke,Staff,1998-03-04,9999-01-01,1965-01-20
214427,Peer,Molberg,Engineer,1996-11-17,9999-01-01,1965-01-29
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01,1965-01-23
217387,Jianhao,Molenaar,Senior Engineer,1994-10-22,9999-01-01,1965-01-21
423350,Heping,Monarch,Senior Staff,1993-04-15,9999-01-01,1965-01-04
433059,Bojan,Montresor,Staff,1995-02-04,9999-01-01,1965-01-02
420732,Willard,Morrin,Senior Staff,2001-05-27,9999-01-01,1965-01-06
19236,Elzbieta,Morris,Senior Engineer,1993-07-12,9999-01-01,1965-01-24
10095,Hilari,Morton,Senior Staff,2000-03-09,9999-01-01,1965-01-03
418239,Josyula,Motley,Senior Engineer,1992-09-05,9999-01-01,1965-01-03
99654,Mahendra,Motley,Senior Staff,1992-09-28,9999-01-01,1965-01-30
91648,Dmitry,Msuda,Senior Staff,1997-10-22,9999-01-01,1965-01-29
493096,Sachem,Msuda,Engineer,1995-04-07,9999-01-01,1965-01-31
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01,1965-01-31
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,1965-02-01
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,1965-01-05
477969,Bluma,Mundy,Senior Engineer,2000-10-17,9999-01-01,1965-01-18
52599,Augustine,Mungall,Senior Engineer,1996-08-30,9999-01-01,1965-01-25
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,1965-01-23
52590,Jouni,Munoz,Senior Staff,2000-11-25,9999-01-01,1965-01-21
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,1965-01-08
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,1965-01-09
479695,Masamitsu,Murrill,Senior Staff,2002-06-27,9999-01-01,1965-01-06
79895,Fei,Murtagh,Senior Staff,1986-01-19,9999-01-01,1965-01-30
227354,Gio,Murtha,Senior Engineer,1994-11-11,9999-01-01,1965-01-12
202414,Zvonko,Murthy,Senior Staff,1992-01-07,9999-01-01,1965-01-13
452957,Alair,Nanard,Staff,1996-02-10,9999-01-01,1965-01-03
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,1965-01-28
62046,Karlis,Nanard,Senior Engineer,2001-09-19,9999-01-01,1965-01-31
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,9999-01-01,1965-01-25
32649,Ingmar,Nannarelli,Senior Staff,1988-06-10,9999-01-01,1965-01-12
478007,Fumino,Narahara,Senior Engineer,2000-09-20,9999-01-01,1965-01-06
488142,Denis,Narlikar,Senior Staff,1997-06-30,9999-01-01,1965-01-05
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01,1965-01-23
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,1965-01-20
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,1965-01-22
213384,Pranas,Narwekar,Senior Engineer,1993-09-26,9999-01-01,1965-01-04
445570,Van,Nations,Technique Leader,1986-08-11,9999-01-01,1965-01-25
427776,Jaques,Navazio,Senior Staff,1998-04-03,9999-01-01,1965-01-25
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,1965-01-06
230579,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01,1965-01-17
87129,Keung,Neiman,Staff,1997-04-13,9999-01-01,1965-01-16
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,1965-01-13
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,1965-01-04
93600,Kristina,Neimat,Technique Leader,1988-04-18,9999-01-01,1965-01-13
84840,Sverrir,Neimat,Staff,1996-11-03,9999-01-01,1965-01-14
54795,Sumant,Nergos,Senior Staff,2000-05-07,9999-01-01,1965-01-29
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,1965-01-01
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,1965-01-07
91415,Jamaludin,Nilsson,Senior Staff,1994-01-15,9999-01-01,1965-01-04
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,1965-01-27
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,1965-01-15
70990,Arumugam,Nitta,Senior Engineer,1990-03-23,9999-01-01,1965-01-22
56415,Sigeru,Nivat,Senior Staff,1999-10-24,9999-01-01,1965-01-30
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,9999-01-01,1965-01-19
446424,DAIDA,Nooteboom,Senior Engineer,1992-11-24,9999-01-01,1965-01-16
204117,Jessie,Nooteboom,Staff,1999-08-13,9999-01-01,1965-01-10
10663,Teunis,Noriega,Technique Leader,1993-01-23,9999-01-01,1965-01-09
466603,Yechezkel,Nourani,Senior Staff,1996-07-31,9999-01-01,1965-01-23
464303,Abdelghani,Nyrup,Senior Staff,1994-08-02,9999-01-01,1965-01-22
35798,Ulf,Oberman,Senior Engineer,1997-03-15,9999-01-01,1965-01-29
470456,Reuven,Oehlmann,Senior Staff,1994-03-29,9999-01-01,1965-01-13
61377,Dannz,Ohori,Senior Staff,1994-01-17,9999-01-01,1965-01-01
71685,Kristinn,Olano,Senior Engineer,1989-10-03,9999-01-01,1965-01-01
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01,1965-01-28
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,1965-01-27
433260,Make,Olivero,Engineer,1998-06-01,9999-01-01,1965-02-01
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01,1965-01-04
418247,Oscar,Oppitz,Senior Staff,2001-06-29,9999-01-01,1965-01-08
450309,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01,1965-01-08
220799,Perla,Orlowska,Senior Engineer,1990-12-03,9999-01-01,1965-01-17
419953,Ung,Orlowski,Senior Staff,1998-07-22,9999-01-01,1965-01-29
416877,Gio,Orsini,Senior Staff,1993-12-07,9999-01-01,1965-01-02
38593,Huei,Orsini,Senior Engineer,1995-06-04,9999-01-01,1965-01-14
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01,1965-01-06
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01,1965-02-01
418606,Michaela,Otillio,Engineer,1994-01-05,9999-01-01,1965-01-11
43848,Phillip,Oxenboll,Engineer,1999-05-26,9999-01-01,1965-01-11
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,1965-01-09
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,1965-01-09
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,1965-01-15
451253,Jaihie,Ozeri,Senior Staff,1997-06-20,9999-01-01,1965-01-15
477578,Marit,Paludetto,Senior Engineer,1998-09-30,9999-01-01,1965-01-23
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,1965-01-17
64828,Krister,Pappas,Staff,1999-09-30,9999-01-01,1965-01-27
61541,Kasidit,Papsdorf,Senior Engineer,1999-08-17,9999-01-01,1965-01-08
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,1965-01-24
491596,Charmane,Pargas,Senior Engineer,1993-07-29,9999-01-01,1965-01-21
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,1965-01-14
242081,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01,1965-01-12
485253,Gladys,Parhami,Senior Staff,1996-07-20,9999-01-01,1965-01-14
24553,Anwar,Passafiume,Senior Staff,1994-01-30,9999-01-01,1965-01-12
446959,Aram,Passino,Senior Engineer,1995-01-28,9999-01-01,1965-01-29
445152,Heping,Peac,Senior Staff,1992-03-20,9999-01-01,1965-01-09
20128,Kazunori,Peak,Senior Staff,1999-08-13,9999-01-01,1965-01-23
